AnnoA;AteneoCOD;AteneoNOME;ClasseNUMERO;ClasseNOME;Sesso;Isc
2017/2018;1509;Milano Bicocca;1/S;Antropologia culturale ed etnologia;M;1
2017/2018;1508;Milano San Raffaele;LM-51;Psicologia;M;29
2017/2018;1509;Milano Bicocca;12;Scienze biologiche;M;4
2017/2018;1509;Milano Bicocca;14;Scienze della comunicazione;F;2
2017/2018;1509;Milano Bicocca;14;Scienze della comunicazione;M;3
2017/2018;1509;Milano Bicocca;16;Scienze della Terra;F;1
2017/2018;1509;Milano Bicocca;17;Scienze dell'economia e della gestione aziendale;F;29
2017/2018;1509;Milano Bicocca;17;Scienze dell'economia e della gestione aziendale;M;14
2017/2018;1509;Milano Bicocca;1/S;Antropologia culturale ed etnologia;F;2
2017/2018;1508;Milano San Raffaele;LM/SNT2;Scienze riabilitative delle professioni sanitarie;F;6
2017/2018;1508;Milano San Raffaele;L-2;Biotecnologie;F;109
2017/2018;1508;Milano San Raffaele;L-2;Biotecnologie;M;24
2017/2018;1508;Milano San Raffaele;L-24;Scienze e tecniche psicologiche;F;192
2017/2018;1508;Milano San Raffaele;L-24;Scienze e tecniche psicologiche;M;47
2017/2018;1508;Milano San Raffaele;LM-78;Scienze filosofiche;M;57
2017/2018;1508;Milano San Raffaele;L-5;Filosofia;M;106
2017/2018;1509;Milano Bicocca;19;Scienze dell'amministrazione;F;1
2017/2018;1508;Milano San Raffaele;LM/SNT2;Scienze riabilitative delle professioni sanitarie;M;6
2017/2018;1508;Milano San Raffaele;LM-41;Medicina e chirurgia;F;579
2017/2018;1508;Milano San Raffaele;LM-41;Medicina e chirurgia;M;531
2017/2018;1508;Milano San Raffaele;LM-46;Odontoiatria e protesi dentaria;F;103
2017/2018;1508;Milano San Raffaele;LM-46;Odontoiatria e protesi dentaria;M;86
2017/2018;1508;Milano San Raffaele;LM-51;Psicologia;F;171
2017/2018;1508;Milano San Raffaele;L-5;Filosofia;F;52
2017/2018;1509;Milano Bicocca;37;Scienze statistiche;M;2
2017/2018;1509;Milano Bicocca;32;Scienze matematiche;F;2
2017/2018;1509;Milano Bicocca;32;Scienze matematiche;M;4
2017/2018;1509;Milano Bicocca;34;Scienze e tecniche psicologiche;F;24
2017/2018;1509;Milano Bicocca;34;Scienze e tecniche psicologiche;M;8
2017/2018;1509;Milano Bicocca;36;Scienze sociologiche;F;6
2017/2018;1509;Milano Bicocca;18;Scienze dell'educazione e della formazione;F;70
2017/2018;1509;Milano Bicocca;37;Scienze statistiche;F;2
2017/2018;1509;Milano Bicocca;28;Scienze economiche;M;31
2017/2018;1509;Milano Bicocca;39;Scienze del turismo;F;6
2017/2018;1509;Milano Bicocca;46/S;Medicina e chirurgia;F;7
2017/2018;1509;Milano Bicocca;46/S;Medicina e chirurgia;M;3
2017/2018;1509;Milano Bicocca;57/S;Programmazione e gestione delle politiche e dei servizi sociali;F;8
2017/2018;1509;Milano Bicocca;57/S;Programmazione e gestione delle politiche e dei servizi sociali;M;1
2017/2018;1509;Milano Bicocca;58/S;Psicologia;F;2
2017/2018;1509;Milano Bicocca;36;Scienze sociologiche;M;6
2017/2018;1509;Milano Bicocca;23/S;Informatica;M;3
2017/2018;1508;Milano San Raffaele;L/SNT2;Professioni sanitarie della riabilitazione;M;57
2017/2018;1509;Milano Bicocca;19;Scienze dell'amministrazione;M;2
2017/2018;1509;Milano Bicocca;2;Scienze dei servizi giuridici;F;3
2017/2018;1509;Milano Bicocca;2;Scienze dei servizi giuridici;M;4
2017/2018;1509;Milano Bicocca;21;Scienze e tecnologie chimiche;M;2
2017/2018;1509;Milano Bicocca;22/S;Giurisprudenza;F;7
2017/2018;1509;Milano Bicocca;31;Scienze giuridiche;M;2
2017/2018;1509;Milano Bicocca;23/S;Informatica;F;1
2017/2018;1509;Milano Bicocca;31;Scienze giuridiche;F;7
2017/2018;1509;Milano Bicocca;25;Scienze e tecnologie fisiche;F;8
2017/2018;1509;Milano Bicocca;25;Scienze e tecnologie fisiche;M;9
2017/2018;1509;Milano Bicocca;26;Scienze e tecnologie informatiche;M;12
2017/2018;1509;Milano Bicocca;27;Scienze e tecnologie per l'ambiente e la natura;M;2
2017/2018;1509;Milano Bicocca;28;Scienze economiche;F;26
2017/2018;1509;Milano Bicocca;18;Scienze dell'educazione e della formazione;M;18
2017/2018;1509;Milano Bicocca;22/S;Giurisprudenza;M;2
2017/2018;1504;Milano Cattolica;LM-88;Sociologia e ricerca sociale;M;90
2017/2018;1508;Milano San Raffaele;L/SNT3;Professioni sanitarie tecniche;M;15
2017/2018;1504;Milano Cattolica;LM-85;Scienze pedagogiche;M;6
2017/2018;1504;Milano Cattolica;LM-85 bis;Scienze della formazione primaria;F;1666
2017/2018;1504;Milano Cattolica;LM-85 bis;Scienze della formazione primaria;M;59
2017/2018;1504;Milano Cattolica;LM-87;Servizio sociale e politiche sociali;F;101
2017/2018;1504;Milano Cattolica;LM-83;Scienze statistiche attuariali e finanziarie;M;109
2017/2018;1504;Milano Cattolica;LM-88;Sociologia e ricerca sociale;F;190
2017/2018;1504;Milano Cattolica;LM-83;Scienze statistiche attuariali e finanziarie;F;73
2017/2018;1504;Milano Cattolica;LM-89;Storia dell'arte;F;71
2017/2018;1504;Milano Cattolica;LM-89;Storia dell'arte;M;16
2017/2018;1504;Milano Cattolica;LM-93;Teorie e metodologie dell'e-learning e della media education;F;6
2017/2018;1504;Milano Cattolica;LM-93;Teorie e metodologie dell'e-learning e della media education;M;3
2017/2018;1504;Milano Cattolica;LMG/01;Classe delle lauree magistrali in giurisprudenza;F;1964
2017/2018;1504;Milano Cattolica;LMG/01;Classe delle lauree magistrali in giurisprudenza;M;1058
2017/2018;1504;Milano Cattolica;LM-87;Servizio sociale e politiche sociali;M;3
2017/2018;1504;Milano Cattolica;LM-76;Scienze economiche per l'ambiente e la cultura;M;42
2017/2018;1504;Milano Cattolica;LM-67;Scienze e tecniche delle attivit… motorie preventive e adattate;M;86
2017/2018;1504;Milano Cattolica;LM-69;Scienze e tecnologie agrarie;F;49
2017/2018;1504;Milano Cattolica;LM-69;Scienze e tecnologie agrarie;M;80
2017/2018;1504;Milano Cattolica;LM-70;Scienze e tecnologie alimentari;F;69
2017/2018;1504;Milano Cattolica;LM-85;Scienze pedagogiche;F;122
2017/2018;1504;Milano Cattolica;LM-76;Scienze economiche per l'ambiente e la cultura;F;150
2017/2018;1505;Milano IULM;14;Scienze della comunicazione;M;7
2017/2018;1504;Milano Cattolica;LM-77;Scienze economico-aziendali;F;1457
2017/2018;1504;Milano Cattolica;LM-77;Scienze economico-aziendali;M;1675
2017/2018;1504;Milano Cattolica;LM-78;Scienze filosofiche;F;59
2017/2018;1504;Milano Cattolica;LM-78;Scienze filosofiche;M;47
2017/2018;1504;Milano Cattolica;LM-81;Scienze per la cooperazione allo sviluppo;F;95
2017/2018;1504;Milano Cattolica;LM-81;Scienze per la cooperazione allo sviluppo;M;28
2017/2018;1504;Milano Cattolica;LM-70;Scienze e tecnologie alimentari;M;57
2017/2018;1505;Milano IULM;LM-94;Traduzione specialistica e interpretariato;F;146
2017/2018;1505;Milano IULM;LM-49;Progettazione e gestione dei sistemi turistici;M;2
2017/2018;1505;Milano IULM;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicit…;F;259
2017/2018;1505;Milano IULM;LM-59;Scienze della comunicazione pubblica, d'impresa e pubblicit…;M;133
2017/2018;1505;Milano IULM;LM-65;Scienze dello spettacolo e produzione multimediale;F;110
2017/2018;1505;Milano IULM;LM-65;Scienze dello spettacolo e produzione multimediale;M;93
2017/2018;1504;Milano Cattolica;SNT/3;Professioni sanitarie tecniche;M;1
2017/2018;1505;Milano IULM;LM-89;Storia dell'arte;M;15
2017/2018;1505;Milano IULM;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;M;55
2017/2018;1505;Milano IULM;LM-94;Traduzione specialistica e interpretariato;M;23
2017/2018;1508;Milano San Raffaele;1;Biotecnologie;F;1
2017/2018;1508;Milano San Raffaele;29;Filosofia;F;3
2017/2018;1508;Milano San Raffaele;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;164
2017/2018;1508;Milano San Raffaele;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;37
2017/2018;1508;Milano San Raffaele;L/SNT2;Professioni sanitarie della riabilitazione;F;41
2017/2018;1505;Milano IULM;LM-89;Storia dell'arte;F;73
2017/2018;1505;Milano IULM;L-12;Mediazione linguistica;M;111
2017/2018;1509;Milano Bicocca;84/S;Scienze economico-aziendali;F;2
2017/2018;1505;Milano IULM;23;Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda;F;2
2017/2018;1505;Milano IULM;3;Scienze della mediazione linguistica;F;3
2017/2018;1505;Milano IULM;39;Scienze del turismo;F;2
2017/2018;1505;Milano IULM;59/S;Pubblicit… e comunicazione d'impresa;F;1
2017/2018;1505;Milano IULM;99998;Corsi del vecchio ordinamento;F;23
2017/2018;1505;Milano IULM;LM-49;Progettazione e gestione dei sistemi turistici;F;16
2017/2018;1505;Milano IULM;L-12;Mediazione linguistica;F;593
2017/2018;1505;Milano IULM;LM-38;Lingue moderne per la comunicazione e la cooperazione internazionale;F;5
2017/2018;1505;Milano IULM;L-15;Scienze del turismo;F;231
2017/2018;1505;Milano IULM;L-15;Scienze del turismo;M;129
2017/2018;1505;Milano IULM;L-20;Scienze della comunicazione;F;2260
2017/2018;1505;Milano IULM;L-20;Scienze della comunicazione;M;1102
2017/2018;1505;Milano IULM;L-3;Discipline delle arti figurative, della musica, dello spettacolo e della moda;F;325
2017/2018;1505;Milano IULM;14;Scienze della comunicazione;F;21
2017/2018;1505;Milano IULM;99998;Corsi del vecchio ordinamento;M;2
2017/2018;1509;Milano Bicocca;LM-76;Scienze economiche per l'ambiente e la cultura;F;70
2017/2018;1509;Milano Bicocca;6;Scienze del servizio sociale;F;3
2017/2018;1509;Milano Bicocca;LM-63;Scienze delle pubbliche amministrazioni;F;149
2017/2018;1509;Milano Bicocca;LM-63;Scienze delle pubbliche amministrazioni;M;87
2017/2018;1509;Milano Bicocca;LM-74;Scienze e tecnologie geologiche;F;38
2017/2018;1509;Milano Bicocca;LM-74;Scienze e tecnologie geologiche;M;67
2017/2018;1509;Milano Bicocca;LM-6;Biologia;F;123
2017/2018;1509;Milano Bicocca;LM-75;Scienze e tecnologie per l'ambiente e il territorio;M;107
2017/2018;1509;Milano Bicocca;LM-58;Scienze dell'universo;M;29
2017/2018;1509;Milano Bicocca;LM-76;Scienze economiche per l'ambiente e la cultura;M;49
2017/2018;1509;Milano Bicocca;LM-77;Scienze economico-aziendali;F;403
2017/2018;1509;Milano Bicocca;LM-77;Scienze economico-aziendali;M;397
2017/2018;1509;Milano Bicocca;LM-8;Biotecnologie industriali;F;96
2017/2018;1509;Milano Bicocca;LM-8;Biotecnologie industriali;M;86
2017/2018;1509;Milano Bicocca;LM-82;Scienze statistiche;F;134
2017/2018;1509;Milano Bicocca;LM-75;Scienze e tecnologie per l'ambiente e il territorio;F;91
2017/2018;1509;Milano Bicocca;LM-54;Scienze chimiche;F;50
2017/2018;1509;Milano Bicocca;LM-46;Odontoiatria e protesi dentaria;M;70
2017/2018;1509;Milano Bicocca;LM-49;Progettazione e gestione dei sistemi turistici;F;68
2017/2018;1509;Milano Bicocca;LM-49;Progettazione e gestione dei sistemi turistici;M;27
2017/2018;1509;Milano Bicocca;LM-51;Psicologia;F;978
2017/2018;1509;Milano Bicocca;LM-51;Psicologia;M;194
2017/2018;1509;Milano Bicocca;LM-6;Biologia;M;40
2017/2018;1509;Milano Bicocca;LM-53;Scienza e ingegneria dei materiali;M;34
2017/2018;1509;Milano Bicocca;LM-83;Scienze statistiche attuariali e finanziarie;M;4
2017/2018;1509;Milano Bicocca;LM-54;Scienze chimiche;M;55
2017/2018;1509;Milano Bicocca;LM-56;Scienze dell'economia;F;36
2017/2018;1509;Milano Bicocca;LM-56;Scienze dell'economia;M;50
2017/2018;1509;Milano Bicocca;LM-57;Scienze dell'educazione degli adulti e della formazione continua;F;310
2017/2018;1509;Milano Bicocca;LM-57;Scienze dell'educazione degli adulti e della formazione continua;M;92
2017/2018;1509;Milano Bicocca;LM-58;Scienze dell'universo;F;10
2017/2018;1509;Milano Bicocca;LM-53;Scienza e ingegneria dei materiali;F;16
2017/2018;1509;Milano Bicocca;SNT/1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;2
2017/2018;1510;Rozzano (MI) Humanitas University;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;123
2017/2018;1510;Rozzano (MI) Humanitas University;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;47
2017/2018;1510;Rozzano (MI) Humanitas University;L/SNT2;Professioni sanitarie della riabilitazione;F;22
2017/2018;1510;Rozzano (MI) Humanitas University;L/SNT2;Professioni sanitarie della riabilitazione;M;31
2017/2018;1509;Milano Bicocca;LM-82;Scienze statistiche;M;139
2017/2018;1510;Rozzano (MI) Humanitas University;LM-41;Medicina e chirurgia;M;207
2017/2018;1509;Milano Bicocca;LM-92;Teorie della comunicazione;M;49
2017/2018;1510;Rozzano (MI) Humanitas University;LM-41;Medicina e chirurgia;F;294
2017/2018;1509;Milano Bicocca;LM-88;Sociologia e ricerca sociale;M;39
2017/2018;1509;Milano Bicocca;LM-41;Medicina e chirurgia;F;480
2017/2018;1509;Milano Bicocca;LM-85;Scienze pedagogiche;F;661
2017/2018;1509;Milano Bicocca;LM-85;Scienze pedagogiche;M;63
2017/2018;1509;Milano Bicocca;LM-85 bis;Scienze della formazione primaria;F;1885
2017/2018;1509;Milano Bicocca;LM-85 bis;Scienze della formazione primaria;M;97
2017/2018;1509;Milano Bicocca;LM-87;Servizio sociale e politiche sociali;F;179
2017/2018;1509;Milano Bicocca;LMG/01;Classe delle lauree magistrali in giurisprudenza;M;741
2017/2018;1509;Milano Bicocca;LM-88;Sociologia e ricerca sociale;F;58
2017/2018;1509;Milano Bicocca;LMG/01;Classe delle lauree magistrali in giurisprudenza;F;1509
2017/2018;1509;Milano Bicocca;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;F;61
2017/2018;1509;Milano Bicocca;LM-9;Biotecnologie mediche, veterinarie e farmaceutiche;M;27
2017/2018;1509;Milano Bicocca;LM-91;Tecniche e metodi per la societa dell'informazione;F;14
2017/2018;1509;Milano Bicocca;LM-91;Tecniche e metodi per la societa dell'informazione;M;70
2017/2018;1509;Milano Bicocca;LM-92;Teorie della comunicazione;F;106
2017/2018;1509;Milano Bicocca;LM-83;Scienze statistiche attuariali e finanziarie;F;8
2017/2018;1509;Milano Bicocca;LM-87;Servizio sociale e politiche sociali;M;32
2017/2018;1509;Milano Bicocca;L-19;Scienze dell'educazione e della formazione;M;289
2017/2018;1509;Milano Bicocca;L-15;Scienze del turismo;F;461
2017/2018;1509;Milano Bicocca;L-15;Scienze del turismo;M;152
2017/2018;1509;Milano Bicocca;L-16;Scienze dell'amministrazione e dell'organizzazione;F;406
2017/2018;1509;Milano Bicocca;L-16;Scienze dell'amministrazione e dell'organizzazione;M;260
2017/2018;1509;Milano Bicocca;L-18;Scienze dell'economia e della gestione aziendale;F;1506
2017/2018;1509;Milano Bicocca;L-27;Scienze e tecnologie chimiche;F;182
2017/2018;1509;Milano Bicocca;L-19;Scienze dell'educazione e della formazione;F;1934
2017/2018;1509;Milano Bicocca;L-13;Scienze biologiche;M;206
2017/2018;1509;Milano Bicocca;L-2;Biotecnologie;F;354
2017/2018;1509;Milano Bicocca;L-2;Biotecnologie;M;266
2017/2018;1509;Milano Bicocca;L-20;Scienze della comunicazione;F;874
2017/2018;1509;Milano Bicocca;L-20;Scienze della comunicazione;M;269
2017/2018;1509;Milano Bicocca;L-24;Scienze e tecniche psicologiche;F;1349
2017/2018;1509;Milano Bicocca;LM-46;Odontoiatria e protesi dentaria;F;80
2017/2018;1509;Milano Bicocca;L-18;Scienze dell'economia e della gestione aziendale;M;2160
2017/2018;1509;Milano Bicocca;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;M;165
2017/2018;1504;Milano Cattolica;LM-63;Scienze delle pubbliche amministrazioni;M;46
2017/2018;1509;Milano Bicocca;84/S;Scienze economico-aziendali;M;1
2017/2018;1509;Milano Bicocca;87/S;Scienze pedagogiche;F;3
2017/2018;1509;Milano Bicocca;87/S;Scienze pedagogiche;M;1
2017/2018;1509;Milano Bicocca;89/S;Sociologia;M;2
2017/2018;1509;Milano Bicocca;99998;Corsi del vecchio ordinamento;F;117
2017/2018;1509;Milano Bicocca;L-14;Scienze dei servizi giuridici;M;300
2017/2018;1509;Milano Bicocca;L/SNT1;Professioni sanitarie, infermieristiche e professione sanitaria ostetrica;F;775
2017/2018;1509;Milano Bicocca;L-14;Scienze dei servizi giuridici;F;612
2017/2018;1509;Milano Bicocca;L/SNT2;Professioni sanitarie della riabilitazione;F;139
2017/2018;1509;Milano Bicocca;L/SNT2;Professioni sanitarie della riabilitazione;M;102
2017/2018;1509;Milano Bicocca;L/SNT3;Professioni sanitarie tecniche;F;121
2017/2018;1509;Milano Bicocca;L/SNT3;Professioni sanitarie tecniche;M;101
2017/2018;1509;Milano Bicocca;L-13;Scienze biologiche;F;442
2017/2018;1509;Milano Bicocca;L-27;Scienze e tecnologie chimiche;M;351
2017/2018;1509;Milano Bicocca;99998;Corsi del vecchio ordinamento;M;2
2017/2018;1509;Milano Bicocca;LM-17;Fisica;F;37
2017/2018;1509;Milano Bicocca;L-41;Statistica;M;530
2017/2018;1509;Milano Bicocca;LM/SNT1;Scienze infermieristiche e ostetriche;F;61
2017/2018;1509;Milano Bicocca;LM/SNT1;Scienze infermieristiche e ostetriche;M;14
2017/2018;1509;Milano Bicocca;LM-1;Antropologia culturale ed etnologia;F;186
2017/2018;1509;Milano Bicocca;LM-1;Antropologia culturale ed etnologia;M;76
2017/2018;1509;Milano Bicocca;L-24;Scienze e tecniche psicologiche;M;368
2017/2018;1509;Milano Bicocca;LM-16;Finanza;M;204
2017/2018;1509;Milano Bicocca;L-40;Sociologia;F;622
2017/2018;1509;Milano Bicocca;LM-17;Fisica;M;106
2017/2018;1509;Milano Bicocca;LM-18;Informatica;F;26
2017/2018;1509;Milano Bicocca;LM-18;Informatica;M;224
2017/2018;1509;Milano Bicocca;LM-40;Matematica;F;22
2017/2018;1509;Milano Bicocca;LM-40;Matematica;M;44
2017/2018;1509;Milano Bicocca;65/S;Scienze dell'educazione degli adulti e della formazione continua;F;2
2017/2018;1509;Milano Bicocca;LM-16;Finanza;F;81
2017/2018;1509;Milano Bicocca;L-34;Scienze geologiche;F;116
2017/2018;1509;Milano Bicocca;L-30;Scienze e tecnologie fisiche;F;405
2017/2018;1509;Milano Bicocca;L-30;Scienze e tecnologie fisiche;M;653
2017/2018;1509;Milano Bicocca;L-31;Scienze e tecnologie informatiche;F;111
2017/2018;1509;Milano Bicocca;L-31;Scienze e tecnologie informatiche;M;1186
2017/2018;1509;Milano Bicocca;L-32;Scienze e tecnologie per l'ambiente e la natura;F;117
2017/2018;1509;Milano Bicocca;L-32;Scienze e tecnologie per l'ambiente e la natura;M;205
2017/2018;1509;Milano Bicocca;L-41;Statistica;F;289
2017/2018;1509;Milano Bicocca;L-33;Scienze economiche;M;702
2017/2018;1509;Milano Bicocca;L-40;Sociologia;M;296
2017/2018;1509;Milano Bicocca;L-34;Scienze geologiche;M;253
2017/2018;1509;Milano Bicocca;L-35;Scienze matematiche;F;178
2017/2018;1509;Milano Bicocca;L-35;Scienze matematiche;M;195
2017/2018;1509;Milano Bicocca;L-39;Servizio sociale;F;288
2017/2018;1509;Milano Bicocca;L-39;Servizio sociale;M;27
2017/2018;1509;Milano Bicocca;LM-41;Medicina e chirurgia;M;402
2017/2018;1509;Milano Bicocca;L-33;Scienze economiche;F;434
